"","city","state","postal_code","latitude","longitude","stars","review_count","categories","OpenSundays","Open7days","checkedin100","BusinessAcceptsCreditCards","RestaurantsTakeOut","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsDelivery","GoodForKids","OutdoorSeating","RestaurantsAttire","garage","street","validated","lot","valet","WiFi","NoiseLevel","Caters","dessert","latenight","lunch","dinner","brunch","breakfast"
"1185","De Forest","WI",53532,43.1839751,-89.3229601,4,77,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False","True","False","True","False","False","True"
"1186","Charlotte","NC",28214,35.3028724042,-80.9858478681,2,35,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","quiet","False","False","False","False","False","False","False"
"1187","Charlotte","NC",28206,35.2394197,-80.8458352,4,64,"Nightlife, Bars","no","no","yes","True","True","2","True","False","False","True","casual","True","True","True","True","False","free","average","True","False","True","False","False","False","False"
"1188","Charlotte","NC",28209,35.1603123,-80.8490691,3.5,50,"Nightlife, Bars","yes","yes","yes","True","True","2","False","False","False","True","casual","False","False","False","True","False","free","loud","False","False","True","True","True","False","False"
"1189","Charlotte","NC",28203,35.2118515861,-80.8604252346,4,227,"Fast Food, American (Traditional)","yes","yes","yes","True","False","2","False","False","True","True","casual","False","True","False","False","False","free","average","False","False","False","True","True","False","False"
"1190","Sun Prairie","WI",53590,43.167334,-89.270684,3.5,47,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"1191","Urbana","IL",61802,40.0974649,-88.190285,2,7,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"1192","Madison","WI",53703,43.0763209,-89.376141,4.5,16,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","False","False","False"
"1193","Madison","WI",53704,43.1279755,-89.3097415,2,6,"American (Traditional), Nightlife","yes","yes","no","True","False","2","True","False","True","True","casual","False","False","False","False","False","no","average","False","False","False","False","True","False","False"
"1194","Charlotte","NC",28262,35.3072243,-80.7549698,4.5,42,"Fast Food, American (Traditional)","yes","yes","no","True","False","2","True","False","True","False","casual","False","False","False","False","False","free","quiet","False","False","False","False","False","False","False"
"1195","Charlotte","NC",28262,35.309226,-80.749288,4,94,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","no","quiet","True","True","False","True","True","False","False"
"1196","Charlotte","NC",28205,35.2204986986,-80.8156709761,2.5,20,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","paid","average","True","False","False","False","False","False","False"
"1197","Matthews","NC",28105,35.081703,-80.729289,3.5,107,"Nightlife, Bars","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"1198","Madison","WI",53704,43.131248,-89.2975049009,3.5,63,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"1199","Huntersville","NC",28078,35.441455,-80.866159,3.5,40,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","False","casual","False","False","False","True","False","no","average","False","True","False","True","True","False","False"
"1200","Mount Holly","NC",28120,35.3029006294,-81.0151747327,5,36,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","quiet","True","False","False","False","False","False","False"
"1201","Charlotte","NC",28262,35.309226,-80.749288,4,94,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","no","quiet","True","True","False","True","True","False","False"
"1202","Gastonia","NC",28052,35.263542,-81.184015,4.5,36,"Sandwiches, Fast Food","no","no","no","True","True","1","False","False","True","True","casual","False","True","False","False","False","free","loud","True","False","False","False","False","False","False"
"1203","Madison","WI",53703,43.073728,-89.3823586,5,16,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","True","False","False","True","False","False","False"
"1204","Cornelius","NC",27278,35.484717,-80.878802,4.5,157,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","False","False","no","average","True","False","False","True","True","False","False"
"1205","Charlotte","NC",28205,35.211124,-80.760491,3,8,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","True","casual","False","False","False","False","False","free","loud","True","False","False","True","False","False","False"
"1206","Charlotte","NC",28202,35.2339145,-80.8416279,4,84,"Southern, Breakfast & Brunch","yes","no","no","True","True","2","True","False","True","False","casual","False","False","False","False","False","no","average","True","False","False","True","True","False","False"
"1207","Madison","WI",53704,43.1358953975,-89.2994485795,3,26,"Coffee & Tea, Cafes","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","quiet","False","False","False","False","False","False","True"
"1208","Madison","WI",53562,43.0798741425,-89.563016,3,9,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","True","True","True","casual","False","False","False","False","False","free","loud","True","False","False","False","False","False","False"
"1209","Madison","WI",53713,43.039533,-89.394677,1,11,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","False","False","casual","False","False","False","False","False","free","loud","False","False","False","False","False","False","False"
"1210","Cornelius","NC",28031,35.485702,-80.878408,2.5,31,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","no","quiet","True","False","False","False","False","False","True"
"1211","Denver","NC",28037,35.4475669857,-80.9939551726,3,17,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"1212","Charlotte","NC",28208,35.2202657317,-80.9432208587,2,412,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","False","False","free","loud","False","False","False","True","True","False","False"
"1213","Champaign","IL",61820,40.1422324798,-88.2446145825,3,49,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","False","casual","False","False","False","False","False","free","average","True","False","False","False","False","False","False"
"1214","Madison","WI",53703,43.075216,-89.386276,3.5,403,"Nightlife, Bars","yes","yes","yes","True","True","2","False","False","False","True","casual","False","True","False","False","False","free","loud","False","False","False","True","True","False","False"
